ID,Variable1,Dependency,Variable2
1,propertyManagement,->,rentalNetProfitBeforeInterest
2,propertyExpenses,->,propertyManagement
3,propertyExpenses,->,actualRentalIncome
4,propertyExpenses,->,otherPropertyExpensesT+1
5,rentalGrossProfit,->,rentalNetProfitBeforeInterest
6,actualRentalIncome,->,rentalGrossProfit
7,actualRentalIncome,->,rentalIncomeT+1
8,otherPropertyExpenses,->,propertyExpenses
9,otherPropertyExpenses,->,otherPropertyExpensesT+1
10,rentalGrossYield,->,actualRentalIncome
11,rentalIncomeLoss%,->,actualRentalIncome
12,rentalIncomeLoss%,->,propertyExpensesGrowth
13,rentalIncome,->,actualRentalIncome
14,propertyPurchaseValue,->,stampDutyTaxBand
15,LTV,->,borrowing
16,propertyValueT+1,->,propertyPurchaseValue
17,propertyValueT+1,->,otherInterestFees
18,stampDutyTaxBand,->,rentalGrossYield
19,stampDutyTaxBand,->,LTV
20,capitalGains,->,propertyValueT+1
21,capitalGains,->,rentalGrowth
22,capitalGains,->,capitalGrowth
23,otherPropertyExpensesT+1,->,stampDutyTax
24,propertyExpensesGrowth,->,otherPropertyExpensesT+1
25,rentalGrowth,->,otherPropertyExpensesT+1
26,capitalGrowth,->,propertyExpensesGrowth
27,incomeTax,->,rentalNetProfitBeforeInterest
28,interestTaxRelief,->,interestRate
29,netProfit,->,rentalNetProfitBeforeInterest
30,netProfit,->,otherPropertyExpensesT+1
31,interest,->,actualRentalIncome
32,interest,->,interestTaxRelief
33,interest,->,netProfit
34,interestRate,->,otherPropertyExpenses
35,borrowing,->,interest
