ID,Variable1,Dependency,Variable2
1,propertyManagement,->,propertyExpenses
2,propertyExpenses,->,rentalGrossProfit
3,rentalGrossProfit,->,rentalNetProfitBeforeInterest
4,actualRentalIncome,->,rentalGrossProfit
5,actualRentalIncome,->,rentalIncomeT+1
6,actualRentalIncome,->,rentalIncome
7,otherPropertyExpenses,->,propertyExpenses
8,rentalNetProfitBeforeInterest,->,netProfit
9,rentalGrossYield,->,rentalGrossProfit
10,rentalIncomeT+1,->,incomeTax
11,rentalIncomeLoss%,->,actualRentalIncome
12,propertyPurchaseValue,->,propertyValueT+1
13,LTV,->,propertyManagement
14,LTV,->,incomeTax
15,LTV,->,borrowing
16,stampDutyTaxBand,->,rentalGrossYield
17,stampDutyTaxBand,->,propertyPurchaseValue
18,stampDutyTaxBand,->,LTV
19,stampDutyTaxBand,->,stampDutyTax
20,stampDutyTaxBand,->,interest
21,capitalGains,->,propertyValueT+1
22,capitalGains,->,capitalGrowth
23,otherPropertyExpensesT+1,->,otherPropertyExpenses
24,propertyExpensesGrowth,->,propertyValueT+1
25,rentalGrowth,->,rentalGrossProfit
26,capitalGrowth,->,rentalGrossProfit
27,capitalGrowth,->,otherInterestFees
28,interest,->,rentalGrossProfit
29,interest,->,interestTaxRelief
30,interestRate,->,interest
31,borrowing,->,interest
