ID,Variable1,Dependency,Variable2
1,propertyExpenses,->,propertyManagement
2,propertyExpenses,->,rentalGrossProfit
3,propertyExpenses,->,otherPropertyExpenses
4,propertyExpenses,->,interest
5,rentalGrossProfit,->,rentalNetProfitBeforeInterest
6,actualRentalIncome,->,rentalGrossProfit
7,actualRentalIncome,->,rentalIncomeT+1
8,actualRentalIncome,->,rentalIncome
9,rentalNetProfitBeforeInterest,->,incomeTax
10,rentalIncomeLoss%,->,actualRentalIncome
11,rentalIncome,->,rentalGrossYield
12,propertyPurchaseValue,->,stampDutyTaxBand
13,LTV,->,rentalGrossYield
14,LTV,->,stampDutyTax
15,LTV,->,otherPropertyExpensesT+1
16,propertyValueT+1,->,propertyPurchaseValue
17,propertyValueT+1,->,interestRate
18,stampDutyTaxBand,->,rentalGrossYield
19,capitalGains,->,rentalGrossYield
20,capitalGains,->,capitalGrowth
21,capitalGains,->,incomeTax
22,propertyExpensesGrowth,->,otherPropertyExpensesT+1
23,rentalGrowth,->,actualRentalIncome
24,capitalGrowth,->,actualRentalIncome
25,incomeTax,->,interestRate
26,interestTaxRelief,->,netProfit
27,netProfit,->,propertyManagement
28,netProfit,->,rentalNetProfitBeforeInterest
29,interest,->,capitalGains
30,interest,->,propertyExpensesGrowth
31,interest,->,interestTaxRelief
32,interest,->,interestRate
33,borrowing,->,LTV
34,borrowing,->,interest
35,otherInterestFees,->,actualRentalIncome
