ID,Variable1,Dependency,Variable2
1,propertyManagement,->,propertyExpenses
2,propertyManagement,->,interest
3,propertyExpenses,->,rentalGrossProfit
4,propertyExpenses,->,capitalGrowth
5,rentalGrossProfit,->,actualRentalIncome
6,rentalGrossProfit,->,rentalNetProfitBeforeInterest
7,actualRentalIncome,->,rentalIncomeT+1
8,actualRentalIncome,->,rentalIncome
9,actualRentalIncome,->,interestRate
10,rentalGrossYield,->,rentalNetProfitBeforeInterest
11,rentalIncomeLoss%,->,propertyValueT+1
12,rentalIncomeLoss%,->,netProfit
13,propertyPurchaseValue,->,rentalGrossYield
14,propertyPurchaseValue,->,propertyValueT+1
15,propertyPurchaseValue,->,interest
16,propertyPurchaseValue,->,otherInterestFees
17,LTV,->,rentalGrowth
18,propertyValueT+1,->,otherPropertyExpensesT+1
19,stampDutyTaxBand,->,propertyPurchaseValue
20,stampDutyTaxBand,->,stampDutyTax
21,stampDutyTaxBand,->,netProfit
22,capitalGains,->,propertyValueT+1
23,capitalGains,->,capitalGrowth
24,otherPropertyExpensesT+1,->,otherPropertyExpenses
25,propertyExpensesGrowth,->,rentalNetProfitBeforeInterest
26,rentalGrowth,->,rentalNetProfitBeforeInterest
27,capitalGrowth,->,netProfit
28,incomeTax,->,rentalNetProfitBeforeInterest
29,incomeTax,->,interest
30,netProfit,->,rentalNetProfitBeforeInterest
31,interest,->,interestTaxRelief
32,interest,->,netProfit
33,interest,->,interestRate
34,interestRate,->,borrowing
35,borrowing,->,LTV
36,otherInterestFees,->,capitalGrowth
