ID,Variable1,Dependency,Variable2
1,propertyManagement,->,rentalNetProfitBeforeInterest
2,propertyManagement,->,propertyExpensesGrowth
3,propertyExpenses,->,actualRentalIncome
4,propertyExpenses,->,incomeTax
5,actualRentalIncome,->,rentalGrossProfit
6,actualRentalIncome,->,rentalIncomeT+1
7,actualRentalIncome,->,rentalIncome
8,actualRentalIncome,->,capitalGrowth
9,otherPropertyExpenses,->,propertyExpenses
10,otherPropertyExpenses,->,capitalGains
11,rentalNetProfitBeforeInterest,->,rentalGrossProfit
12,rentalNetProfitBeforeInterest,->,netProfit
13,rentalNetProfitBeforeInterest,->,interestRate
14,rentalIncomeT+1,->,capitalGains
15,rentalIncome,->,rentalGrossYield
16,propertyPurchaseValue,->,rentalGrossYield
17,propertyPurchaseValue,->,propertyValueT+1
18,propertyPurchaseValue,->,stampDutyTaxBand
19,propertyPurchaseValue,->,otherPropertyExpensesT+1
20,LTV,->,propertyPurchaseValue
21,LTV,->,netProfit
22,LTV,->,borrowing
23,propertyValueT+1,->,capitalGains
24,propertyValueT+1,->,netProfit
25,stampDutyTaxBand,->,rentalNetProfitBeforeInterest
26,stampDutyTaxBand,->,stampDutyTax
27,capitalGains,->,propertyManagement
28,capitalGains,->,capitalGrowth
29,otherPropertyExpensesT+1,->,otherPropertyExpenses
30,rentalGrowth,->,rentalNetProfitBeforeInterest
31,rentalGrowth,->,propertyPurchaseValue
32,capitalGrowth,->,rentalIncomeLoss%
33,capitalGrowth,->,borrowing
34,incomeTax,->,rentalNetProfitBeforeInterest
35,interestTaxRelief,->,interest
36,netProfit,->,propertyExpensesGrowth
37,netProfit,->,otherInterestFees
38,interest,->,rentalGrossYield
39,interest,->,capitalGains
40,interest,->,netProfit
41,interest,->,interestRate
