ID,Variable1,Dependency,Variable2
1,propertyManagement,->,propertyExpenses
2,propertyManagement,->,netProfit
3,rentalGrossProfit,->,rentalNetProfitBeforeInterest
4,actualRentalIncome,->,rentalGrossProfit
5,actualRentalIncome,->,rentalIncome
6,actualRentalIncome,->,otherInterestFees
7,rentalNetProfitBeforeInterest,->,netProfit
8,rentalGrossYield,->,rentalNetProfitBeforeInterest
9,rentalIncomeT+1,->,actualRentalIncome
10,rentalIncomeLoss%,->,netProfit
11,rentalIncome,->,propertyExpenses
12,propertyPurchaseValue,->,propertyValueT+1
13,LTV,->,borrowing
14,stampDutyTaxBand,->,rentalGrossProfit
15,stampDutyTaxBand,->,rentalGrossYield
16,stampDutyTaxBand,->,propertyPurchaseValue
17,stampDutyTaxBand,->,stampDutyTax
18,stampDutyTaxBand,->,capitalGains
19,stampDutyTax,->,LTV
20,capitalGains,->,capitalGrowth
21,otherPropertyExpensesT+1,->,propertyExpenses
22,otherPropertyExpensesT+1,->,otherPropertyExpenses
23,otherPropertyExpensesT+1,->,rentalNetProfitBeforeInterest
24,propertyExpensesGrowth,->,rentalGrossProfit
25,rentalGrowth,->,netProfit
26,capitalGrowth,->,netProfit
27,incomeTax,->,netProfit
28,interest,->,interestTaxRelief
29,interest,->,netProfit
30,interest,->,interestRate
31,borrowing,->,interest
