ID,Variable1,Dependency,Variable2
1,propertyManagement,->,netProfit
2,propertyExpenses,->,propertyManagement
3,rentalGrossProfit,->,rentalNetProfitBeforeInterest
4,actualRentalIncome,->,rentalGrossProfit
5,actualRentalIncome,->,rentalIncome
6,otherPropertyExpenses,->,propertyExpenses
7,otherPropertyExpenses,->,propertyValueT+1
8,rentalNetProfitBeforeInterest,->,capitalGains
9,rentalNetProfitBeforeInterest,->,incomeTax
10,rentalNetProfitBeforeInterest,->,netProfit
11,rentalIncomeT+1,->,actualRentalIncome
12,rentalIncomeLoss%,->,netProfit
13,propertyPurchaseValue,->,stampDutyTax
14,propertyPurchaseValue,->,capitalGains
15,LTV,->,propertyExpensesGrowth
16,stampDutyTaxBand,->,rentalGrossYield
17,stampDutyTaxBand,->,propertyPurchaseValue
18,capitalGains,->,propertyValueT+1
19,otherPropertyExpensesT+1,->,otherPropertyExpenses
20,otherPropertyExpensesT+1,->,netProfit
21,propertyExpensesGrowth,->,otherPropertyExpensesT+1
22,rentalGrowth,->,netProfit
23,capitalGrowth,->,rentalIncomeLoss%
24,capitalGrowth,->,capitalGains
25,interestTaxRelief,->,interest
26,interest,->,netProfit
27,interest,->,interestRate
28,interest,->,borrowing
29,interestRate,->,propertyValueT+1
30,borrowing,->,LTV
31,otherInterestFees,->,borrowing
