ID,Variable1,Dependency,Variable2
1,propertyManagement,->,propertyExpenses
2,propertyManagement,->,netProfit
3,rentalGrossProfit,->,rentalNetProfitBeforeInterest
4,rentalGrossProfit,->,borrowing
5,actualRentalIncome,->,propertyExpenses
6,actualRentalIncome,->,rentalGrossProfit
7,actualRentalIncome,->,rentalIncomeT+1
8,actualRentalIncome,->,rentalIncome
9,otherPropertyExpenses,->,propertyExpenses
10,rentalNetProfitBeforeInterest,->,rentalIncomeLoss%
11,rentalNetProfitBeforeInterest,->,incomeTax
12,rentalNetProfitBeforeInterest,->,netProfit
13,rentalNetProfitBeforeInterest,->,otherInterestFees
14,rentalGrossYield,->,actualRentalIncome
15,rentalIncomeT+1,->,propertyExpenses
16,rentalIncomeLoss%,->,interest
17,propertyPurchaseValue,->,propertyValueT+1
18,propertyPurchaseValue,->,stampDutyTaxBand
19,LTV,->,propertyExpensesGrowth
20,stampDutyTaxBand,->,LTV
21,stampDutyTax,->,propertyManagement
22,stampDutyTax,->,propertyPurchaseValue
23,otherPropertyExpensesT+1,->,otherPropertyExpenses
24,otherPropertyExpensesT+1,->,interest
25,capitalGrowth,->,actualRentalIncome
26,capitalGrowth,->,capitalGains
27,capitalGrowth,->,propertyExpensesGrowth
28,netProfit,->,actualRentalIncome
29,netProfit,->,rentalGrowth
30,interest,->,interestTaxRelief
31,interest,->,netProfit
32,interest,->,interestRate
33,interestRate,->,propertyExpensesGrowth
34,borrowing,->,interest
