ID,Variable1,Dependency,Variable2
1,propertyManagement,->,propertyExpenses
2,propertyExpenses,->,otherPropertyExpensesT+1
3,propertyExpenses,->,rentalGrowth
4,propertyExpenses,->,incomeTax
5,rentalGrossProfit,->,propertyExpenses
6,rentalGrossProfit,->,rentalNetProfitBeforeInterest
7,actualRentalIncome,->,rentalGrossProfit
8,actualRentalIncome,->,rentalIncomeT+1
9,rentalNetProfitBeforeInterest,->,otherPropertyExpensesT+1
10,rentalNetProfitBeforeInterest,->,incomeTax
11,rentalIncomeLoss%,->,capitalGrowth
12,rentalIncome,->,actualRentalIncome
13,rentalIncome,->,rentalIncomeLoss%
14,rentalIncome,->,rentalGrowth
15,propertyPurchaseValue,->,rentalGrossYield
16,propertyPurchaseValue,->,stampDutyTaxBand
17,propertyPurchaseValue,->,capitalGains
18,LTV,->,borrowing
19,propertyValueT+1,->,propertyExpenses
20,propertyValueT+1,->,propertyPurchaseValue
21,stampDutyTaxBand,->,stampDutyTax
22,stampDutyTax,->,LTV
23,capitalGains,->,capitalGrowth
24,otherPropertyExpensesT+1,->,otherPropertyExpenses
25,propertyExpensesGrowth,->,capitalGrowth
26,propertyExpensesGrowth,->,interest
27,rentalGrowth,->,interest
28,incomeTax,->,rentalIncomeLoss%
29,interestTaxRelief,->,interest
30,interest,->,netProfit
31,interestRate,->,rentalGrowth
32,interestRate,->,interest
33,borrowing,->,interest
34,otherInterestFees,->,rentalGrowth
35,otherInterestFees,->,netProfit
