ID,Variable1,Dependency,Variable2
1,propertyManagement,->,propertyExpenses
2,propertyManagement,->,propertyValueT+1
3,propertyExpenses,->,rentalGrossProfit
4,propertyExpenses,->,capitalGains
5,rentalGrossProfit,->,actualRentalIncome
6,rentalGrossProfit,->,rentalNetProfitBeforeInterest
7,rentalGrossProfit,->,interestRate
8,rentalGrossProfit,->,otherInterestFees
9,actualRentalIncome,->,rentalIncome
10,otherPropertyExpenses,->,propertyExpenses
11,otherPropertyExpenses,->,otherPropertyExpensesT+1
12,rentalNetProfitBeforeInterest,->,propertyPurchaseValue
13,rentalNetProfitBeforeInterest,->,incomeTax
14,rentalNetProfitBeforeInterest,->,netProfit
15,rentalGrossYield,->,borrowing
16,rentalIncomeT+1,->,actualRentalIncome
17,rentalIncomeT+1,->,capitalGains
18,rentalIncomeT+1,->,incomeTax
19,rentalIncomeLoss%,->,propertyExpenses
20,rentalIncomeLoss%,->,actualRentalIncome
21,propertyPurchaseValue,->,LTV
22,propertyPurchaseValue,->,propertyValueT+1
23,propertyPurchaseValue,->,stampDutyTaxBand
24,propertyPurchaseValue,->,stampDutyTax
25,propertyPurchaseValue,->,capitalGains
26,propertyPurchaseValue,->,otherInterestFees
27,LTV,->,propertyManagement
28,stampDutyTaxBand,->,rentalGrossYield
29,stampDutyTax,->,actualRentalIncome
30,capitalGains,->,rentalIncomeLoss%
31,capitalGains,->,propertyValueT+1
32,propertyExpensesGrowth,->,LTV
33,propertyExpensesGrowth,->,otherInterestFees
34,rentalGrowth,->,rentalIncomeT+1
35,capitalGrowth,->,capitalGains
36,interest,->,capitalGains
37,interest,->,incomeTax
38,interest,->,interestTaxRelief
39,interest,->,netProfit
40,borrowing,->,LTV
41,borrowing,->,interest
