ID,Variable1,Dependency,Variable2
1,propertyManagement,->,propertyExpenses
2,propertyExpenses,->,rentalNetProfitBeforeInterest
3,propertyExpenses,->,otherPropertyExpensesT+1
4,rentalGrossProfit,->,rentalNetProfitBeforeInterest
5,actualRentalIncome,->,rentalGrossProfit
6,actualRentalIncome,->,rentalGrossYield
7,actualRentalIncome,->,rentalIncomeT+1
8,actualRentalIncome,->,rentalIncome
9,rentalNetProfitBeforeInterest,->,netProfit
10,rentalIncomeLoss%,->,rentalGrossProfit
11,propertyPurchaseValue,->,stampDutyTaxBand
12,propertyPurchaseValue,->,stampDutyTax
13,propertyValueT+1,->,propertyPurchaseValue
14,propertyValueT+1,->,propertyExpensesGrowth
15,stampDutyTaxBand,->,rentalGrowth
16,stampDutyTax,->,LTV
17,capitalGains,->,propertyValueT+1
18,otherPropertyExpensesT+1,->,otherPropertyExpenses
19,propertyExpensesGrowth,->,rentalGrossProfit
20,capitalGrowth,->,rentalGrossProfit
21,capitalGrowth,->,capitalGains
22,incomeTax,->,rentalNetProfitBeforeInterest
23,netProfit,->,LTV
24,interest,->,actualRentalIncome
25,interest,->,interestTaxRelief
26,interestRate,->,interest
27,borrowing,->,LTV
28,otherInterestFees,->,LTV
29,otherInterestFees,->,capitalGrowth
