ID,Variable1,Dependency,Variable2
1,propertyExpenses,->,propertyManagement
2,propertyExpenses,->,otherPropertyExpenses
3,propertyExpenses,->,rentalIncomeLoss%
4,propertyExpenses,->,stampDutyTax
5,rentalGrossProfit,->,rentalNetProfitBeforeInterest
6,actualRentalIncome,->,rentalGrossProfit
7,actualRentalIncome,->,rentalIncomeT+1
8,actualRentalIncome,->,rentalIncome
9,otherPropertyExpenses,->,rentalNetProfitBeforeInterest
10,otherPropertyExpenses,->,otherPropertyExpensesT+1
11,rentalNetProfitBeforeInterest,->,netProfit
12,rentalIncomeT+1,->,rentalIncomeLoss%
13,rentalIncomeLoss%,->,actualRentalIncome
14,rentalIncomeLoss%,->,rentalGrowth
15,rentalIncomeLoss%,->,interest
16,propertyPurchaseValue,->,rentalIncomeT+1
17,propertyPurchaseValue,->,propertyValueT+1
18,LTV,->,borrowing
19,stampDutyTaxBand,->,propertyExpenses
20,stampDutyTaxBand,->,rentalGrossYield
21,stampDutyTaxBand,->,propertyPurchaseValue
22,stampDutyTaxBand,->,LTV
23,capitalGains,->,propertyPurchaseValue
24,capitalGains,->,propertyExpensesGrowth
25,capitalGains,->,capitalGrowth
26,capitalGains,->,otherInterestFees
27,rentalGrowth,->,rentalIncomeT+1
28,rentalGrowth,->,incomeTax
29,incomeTax,->,propertyPurchaseValue
30,interestTaxRelief,->,interest
31,interest,->,netProfit
32,interest,->,interestRate
33,interestRate,->,rentalNetProfitBeforeInterest
34,borrowing,->,interest
