ID,Variable1,Dependency,Variable2
1,propertyExpenses,->,propertyManagement
2,propertyExpenses,->,rentalGrossProfit
3,propertyExpenses,->,otherPropertyExpenses
4,rentalGrossProfit,->,rentalNetProfitBeforeInterest
5,rentalGrossProfit,->,rentalIncomeLoss%
6,rentalGrossProfit,->,capitalGains
7,rentalGrossProfit,->,interestRate
8,actualRentalIncome,->,propertyExpenses
9,actualRentalIncome,->,rentalIncomeT+1
10,otherPropertyExpenses,->,otherPropertyExpensesT+1
11,rentalNetProfitBeforeInterest,->,netProfit
12,rentalGrossYield,->,incomeTax
13,rentalIncomeT+1,->,rentalGrossProfit
14,rentalIncomeT+1,->,rentalGrossYield
15,rentalIncomeLoss%,->,stampDutyTaxBand
16,rentalIncome,->,actualRentalIncome
17,rentalIncome,->,stampDutyTaxBand
18,propertyPurchaseValue,->,rentalGrossYield
19,propertyPurchaseValue,->,LTV
20,propertyPurchaseValue,->,stampDutyTaxBand
21,propertyPurchaseValue,->,capitalGains
22,propertyValueT+1,->,propertyPurchaseValue
23,stampDutyTaxBand,->,propertyManagement
24,stampDutyTaxBand,->,stampDutyTax
25,capitalGains,->,propertyExpensesGrowth
26,rentalGrowth,->,LTV
27,rentalGrowth,->,netProfit
28,capitalGrowth,->,rentalNetProfitBeforeInterest
29,capitalGrowth,->,capitalGains
30,incomeTax,->,rentalNetProfitBeforeInterest
31,interestTaxRelief,->,propertyManagement
32,netProfit,->,propertyExpensesGrowth
33,interest,->,rentalNetProfitBeforeInterest
34,interest,->,interestTaxRelief
35,interest,->,interestRate
36,borrowing,->,LTV
37,borrowing,->,interest
38,otherInterestFees,->,rentalIncomeLoss%
