ID,Variable1,Dependency,Variable2
1,propertyManagement,->,propertyExpensesGrowth
2,rentalGrossProfit,->,actualRentalIncome
3,rentalGrossProfit,->,otherPropertyExpenses
4,rentalGrossProfit,->,rentalNetProfitBeforeInterest
5,rentalGrossProfit,->,rentalIncome
6,actualRentalIncome,->,rentalIncomeT+1
7,otherPropertyExpenses,->,propertyExpenses
8,otherPropertyExpenses,->,otherPropertyExpensesT+1
9,rentalNetProfitBeforeInterest,->,rentalGrowth
10,rentalNetProfitBeforeInterest,->,incomeTax
11,rentalNetProfitBeforeInterest,->,netProfit
12,rentalGrossYield,->,rentalGrossProfit
13,rentalIncomeT+1,->,propertyExpensesGrowth
14,rentalIncomeLoss%,->,netProfit
15,rentalIncome,->,actualRentalIncome
16,propertyPurchaseValue,->,stampDutyTaxBand
17,propertyPurchaseValue,->,stampDutyTax
18,LTV,->,rentalGrowth
19,LTV,->,borrowing
20,propertyValueT+1,->,propertyPurchaseValue
21,stampDutyTaxBand,->,rentalGrossYield
22,stampDutyTaxBand,->,LTV
23,stampDutyTaxBand,->,capitalGains
24,capitalGains,->,capitalGrowth
25,propertyExpensesGrowth,->,otherPropertyExpenses
26,interest,->,interestTaxRelief
27,interest,->,netProfit
28,interest,->,interestRate
29,interestRate,->,rentalGrowth
30,borrowing,->,actualRentalIncome
31,borrowing,->,interest
32,otherInterestFees,->,interest
