ID,Variable1,Dependency,Variable2
1,propertyManagement,->,propertyValueT+1
2,propertyManagement,->,rentalGrowth
3,propertyExpenses,->,propertyManagement
4,propertyExpenses,->,actualRentalIncome
5,propertyExpenses,->,capitalGains
6,rentalGrossProfit,->,rentalNetProfitBeforeInterest
7,actualRentalIncome,->,rentalGrossProfit
8,actualRentalIncome,->,rentalIncomeT+1
9,actualRentalIncome,->,rentalIncomeLoss%
10,actualRentalIncome,->,rentalIncome
11,otherPropertyExpenses,->,propertyExpenses
12,rentalNetProfitBeforeInterest,->,netProfit
13,rentalGrossYield,->,stampDutyTaxBand
14,propertyPurchaseValue,->,propertyValueT+1
15,propertyPurchaseValue,->,stampDutyTax
16,propertyPurchaseValue,->,capitalGains
17,LTV,->,borrowing
18,stampDutyTaxBand,->,propertyPurchaseValue
19,stampDutyTax,->,actualRentalIncome
20,stampDutyTax,->,LTV
21,otherPropertyExpensesT+1,->,otherPropertyExpenses
22,propertyExpensesGrowth,->,propertyValueT+1
23,rentalGrowth,->,actualRentalIncome
24,rentalGrowth,->,capitalGains
25,capitalGrowth,->,rentalNetProfitBeforeInterest
26,capitalGrowth,->,capitalGains
27,incomeTax,->,rentalNetProfitBeforeInterest
28,interest,->,interestTaxRelief
29,interest,->,interestRate
30,interest,->,otherInterestFees
31,interestRate,->,capitalGains
32,borrowing,->,interest
