ID,Variable1,Dependency,Variable2
1,propertyManagement,->,propertyExpenses
2,propertyManagement,->,rentalGrossYield
3,propertyManagement,->,netProfit
4,rentalGrossProfit,->,rentalNetProfitBeforeInterest
5,rentalGrossProfit,->,rentalIncomeLoss%
6,rentalGrossProfit,->,incomeTax
7,rentalGrossProfit,->,interestRate
8,actualRentalIncome,->,propertyExpenses
9,actualRentalIncome,->,rentalGrossProfit
10,actualRentalIncome,->,rentalGrossYield
11,actualRentalIncome,->,rentalIncomeT+1
12,actualRentalIncome,->,rentalIncome
13,otherPropertyExpenses,->,propertyExpenses
14,otherPropertyExpenses,->,propertyExpensesGrowth
15,rentalNetProfitBeforeInterest,->,rentalGrowth
16,rentalGrossYield,->,otherInterestFees
17,rentalIncomeT+1,->,propertyPurchaseValue
18,rentalIncomeLoss%,->,otherInterestFees
19,propertyPurchaseValue,->,LTV
20,propertyPurchaseValue,->,propertyValueT+1
21,propertyPurchaseValue,->,stampDutyTaxBand
22,propertyPurchaseValue,->,capitalGains
23,propertyPurchaseValue,->,incomeTax
24,LTV,->,netProfit
25,LTV,->,borrowing
26,stampDutyTaxBand,->,rentalGrossYield
27,stampDutyTaxBand,->,stampDutyTax
28,otherPropertyExpensesT+1,->,otherPropertyExpenses
29,propertyExpensesGrowth,->,rentalIncomeT+1
30,capitalGrowth,->,capitalGains
31,netProfit,->,rentalNetProfitBeforeInterest
32,netProfit,->,capitalGrowth
33,interest,->,LTV
34,interest,->,interestTaxRelief
35,interestRate,->,interest
