ID,Variable1,Dependency,Variable2
1,propertyManagement,->,interest
2,propertyExpenses,->,propertyManagement
3,propertyExpenses,->,rentalGrossProfit
4,rentalGrossProfit,->,rentalNetProfitBeforeInterest
5,actualRentalIncome,->,rentalGrossProfit
6,actualRentalIncome,->,rentalIncomeT+1
7,otherPropertyExpenses,->,propertyExpenses
8,rentalNetProfitBeforeInterest,->,netProfit
9,rentalGrossYield,->,interestRate
10,rentalIncome,->,actualRentalIncome
11,propertyPurchaseValue,->,propertyValueT+1
12,LTV,->,borrowing
13,stampDutyTaxBand,->,rentalGrossYield
14,stampDutyTaxBand,->,propertyPurchaseValue
15,stampDutyTaxBand,->,LTV
16,stampDutyTaxBand,->,stampDutyTax
17,capitalGains,->,rentalGrowth
18,capitalGains,->,capitalGrowth
19,otherPropertyExpensesT+1,->,otherPropertyExpenses
20,propertyExpensesGrowth,->,rentalNetProfitBeforeInterest
21,propertyExpensesGrowth,->,otherPropertyExpensesT+1
22,capitalGrowth,->,rentalGrossProfit
23,incomeTax,->,rentalNetProfitBeforeInterest
24,incomeTax,->,interest
25,interestTaxRelief,->,rentalIncomeLoss%
26,interest,->,interestTaxRelief
27,interestRate,->,interest
28,borrowing,->,rentalGrossProfit
29,borrowing,->,interest
30,otherInterestFees,->,interest
