ID,Variable1,Dependency,Variable2
1,propertyExpenses,->,rentalNetProfitBeforeInterest
2,propertyExpenses,->,propertyValueT+1
3,rentalGrossProfit,->,propertyManagement
4,rentalGrossProfit,->,actualRentalIncome
5,rentalGrossProfit,->,rentalNetProfitBeforeInterest
6,actualRentalIncome,->,rentalIncomeT+1
7,actualRentalIncome,->,rentalIncome
8,actualRentalIncome,->,otherInterestFees
9,otherPropertyExpenses,->,rentalGrossProfit
10,otherPropertyExpenses,->,otherPropertyExpensesT+1
11,rentalNetProfitBeforeInterest,->,netProfit
12,rentalGrossYield,->,rentalGrossProfit
13,rentalIncomeLoss%,->,actualRentalIncome
14,propertyPurchaseValue,->,propertyValueT+1
15,propertyValueT+1,->,rentalGrossYield
16,propertyValueT+1,->,LTV
17,propertyValueT+1,->,otherInterestFees
18,stampDutyTaxBand,->,propertyPurchaseValue
19,stampDutyTaxBand,->,stampDutyTax
20,capitalGains,->,rentalGrossProfit
21,capitalGains,->,propertyValueT+1
22,capitalGains,->,otherPropertyExpensesT+1
23,capitalGains,->,capitalGrowth
24,otherPropertyExpensesT+1,->,propertyExpenses
25,rentalGrowth,->,rentalGrossProfit
26,rentalGrowth,->,otherPropertyExpensesT+1
27,capitalGrowth,->,interestRate
28,incomeTax,->,rentalIncomeT+1
29,incomeTax,->,capitalGains
30,interestTaxRelief,->,interestRate
31,netProfit,->,capitalGrowth
32,interest,->,LTV
33,interest,->,interestTaxRelief
34,interest,->,netProfit
35,interestRate,->,propertyExpensesGrowth
36,borrowing,->,interest
