ID,Variable1,Dependency,Variable2
1,propertyManagement,->,propertyExpenses
2,propertyManagement,->,rentalGrowth
3,propertyExpenses,->,propertyValueT+1
4,propertyExpenses,->,otherInterestFees
5,rentalGrossProfit,->,rentalNetProfitBeforeInterest
6,rentalGrossProfit,->,interestRate
7,actualRentalIncome,->,rentalGrossProfit
8,actualRentalIncome,->,rentalIncomeT+1
9,actualRentalIncome,->,rentalIncome
10,otherPropertyExpenses,->,otherPropertyExpensesT+1
11,rentalNetProfitBeforeInterest,->,incomeTax
12,rentalNetProfitBeforeInterest,->,netProfit
13,rentalGrossYield,->,otherPropertyExpenses
14,rentalGrossYield,->,propertyValueT+1
15,rentalGrossYield,->,netProfit
16,rentalGrossYield,->,interestRate
17,rentalIncomeT+1,->,rentalNetProfitBeforeInterest
18,rentalIncome,->,borrowing
19,propertyPurchaseValue,->,propertyValueT+1
20,propertyPurchaseValue,->,stampDutyTaxBand
21,LTV,->,rentalNetProfitBeforeInterest
22,LTV,->,borrowing
23,propertyValueT+1,->,actualRentalIncome
24,propertyValueT+1,->,LTV
25,stampDutyTaxBand,->,rentalIncomeLoss%
26,stampDutyTaxBand,->,stampDutyTax
27,stampDutyTaxBand,->,netProfit
28,capitalGains,->,propertyValueT+1
29,propertyExpensesGrowth,->,otherPropertyExpensesT+1
30,propertyExpensesGrowth,->,rentalGrowth
31,rentalGrowth,->,rentalGrossYield
32,rentalGrowth,->,LTV
33,capitalGrowth,->,rentalGrossProfit
34,capitalGrowth,->,rentalIncomeLoss%
35,capitalGrowth,->,capitalGains
36,incomeTax,->,rentalIncomeLoss%
37,interestTaxRelief,->,interest
38,interest,->,LTV
39,interest,->,otherPropertyExpensesT+1
40,interest,->,netProfit
41,interest,->,interestRate
