ID,Variable1,Dependency,Variable2
1,propertyExpenses,->,propertyManagement
2,rentalGrossProfit,->,actualRentalIncome
3,rentalGrossProfit,->,rentalNetProfitBeforeInterest
4,actualRentalIncome,->,rentalIncomeT+1
5,actualRentalIncome,->,rentalIncome
6,otherPropertyExpenses,->,propertyExpenses
7,otherPropertyExpenses,->,rentalGrossProfit
8,otherPropertyExpenses,->,otherPropertyExpensesT+1
9,rentalNetProfitBeforeInterest,->,propertyExpensesGrowth
10,rentalNetProfitBeforeInterest,->,incomeTax
11,rentalNetProfitBeforeInterest,->,netProfit
12,rentalGrossYield,->,rentalGrossProfit
13,rentalIncomeLoss%,->,rentalGrossProfit
14,rentalIncomeLoss%,->,rentalGrowth
15,propertyPurchaseValue,->,rentalGrossYield
16,propertyPurchaseValue,->,stampDutyTaxBand
17,propertyPurchaseValue,->,capitalGains
18,propertyValueT+1,->,propertyPurchaseValue
19,stampDutyTaxBand,->,stampDutyTax
20,capitalGrowth,->,rentalGrossProfit
21,capitalGrowth,->,capitalGains
22,interest,->,interestTaxRelief
23,interest,->,borrowing
24,interestRate,->,interest
25,borrowing,->,LTV
26,borrowing,->,capitalGains
27,otherInterestFees,->,rentalGrossProfit
