ID,Variable1,Dependency,Variable2
1,CHI_Age,->,BF_BreastfedMonths
2,CHI_Age,->,FP_BirthsLast5Yrs
3,CHI_Age,->,IMM_Measles
4,CHI_Age,->,MTH_MaternalAge
5,CUL_LanguageGroup,->,CUL_Religion
6,CUL_LanguageGroup,->,DIA_HadDiarrhoea
7,CUL_LanguageGroup,->,HOU_ModernWallMaterial
8,CUL_LanguageGroup,->,WSH_ImprovedWaterSource
9,ECO_WealthQuintile,->,KNW_WatchTV
10,ECO_WealthQuintile,->,MTH_Education
11,ECO_WealthQuintile,->,WSH_ImprovedToilet
12,ECO_WealthQuintile,->,WSH_ImprovedWaterSource
13,FP_ModernMethod,->,BF_BottleFeeding
14,FP_ModernMethod,->,CHI_Weight4Height
15,GEO_Region,->,CUL_LanguageGroup
16,HOU_CookingFuel,->,WSH_WaterTreated
17,IMM_Measles,->,IMM_Diptheria
18,IMM_Measles,->,IMM_VitaminA1
19,KNW_WatchTV,->,DEL_SmallBaby
20,KNW_WatchTV,->,FP_ModernMethod
21,SRV_Near,->,SRV_OKAlone
22,WSH_ImprovedToilet,->,WSH_SafeStoolDisposal
23,WSH_ImprovedWaterSource,->,HOU_CookingFuel
24,WSH_ImprovedWaterSource,->,WSH_WaterTreated
