ID,Variable1,Dependency,Variable2
1,CHI_Age,->,BF_BreastfedMonths
2,CHI_Age,->,FP_BirthsLast5Yrs
3,CHI_Age,->,IMM_VitaminA1
4,CUL_LanguageGroup,->,HOU_ModernWallMaterial
5,ECO_WealthQuintile,->,MTH_Education
6,ECO_WealthQuintile,->,WSH_ImprovedToilet
7,ECO_WealthQuintile,->,WSH_WashWithAgent
8,GEO_Region,->,CUL_LanguageGroup
9,GEO_Region,->,CUL_Religion
10,IMM_Measles,->,CHI_Age
11,IMM_Measles,->,IMM_Diptheria
12,IMM_Measles,->,MTH_MaternalAge
13,MTH_Education,->,WSH_WaterTreated
14,SRV_Near,->,SRV_OKAlone
15,SRV_OKAlone,->,DIA_HadDiarrhoea
16,WSH_ImprovedToilet,->,HOU_CookingFuel
17,WSH_ImprovedToilet,->,KNW_WatchTV
18,WSH_ImprovedToilet,->,WSH_ImprovedWaterSource
19,WSH_ImprovedToilet,->,WSH_SafeStoolDisposal
