ID,Variable1,Dependency,Variable2
1,ECO_WealthQuintile,->,SRV_Near
2,ECO_WealthQuintile,->,WSH_ImprovedWaterSource
3,GEO_Region,->,CUL_LanguageGroup
4,HOU_CookingFuel,->,WSH_WaterTreated
5,IMM_Diptheria,->,CHI_Age
6,IMM_Diptheria,->,IMM_Measles
7,IMM_Diptheria,->,MTH_MaternalAge
8,IMM_Measles,->,IMM_VitaminA1
9,MTH_Education,->,HOU_CookingFuel
10,MTH_Education,->,KNW_WatchTV
11,SRV_Near,->,MTH_Education
12,SRV_Near,->,SRV_OKAlone
13,WSH_ImprovedToilet,->,ECO_WealthQuintile
14,WSH_ImprovedWaterSource,->,GEO_Region
15,WSH_ImprovedWaterSource,->,WSH_WaterTreated
16,WSH_SafeStoolDisposal,->,WSH_ImprovedToilet
17,WSH_WashWithAgent,->,WSH_ImprovedWaterSource
