ID,Variable1,Dependency,Variable2
1,CHI_Age,->,BF_BreastfedMonths
2,CHI_Age,->,FP_BirthsLast5Yrs
3,CUL_LanguageGroup,->,GEO_Region
4,CUL_LanguageGroup,->,HOU_ModernWallMaterial
5,ECO_WealthQuintile,->,KNW_WatchTV
6,ECO_WealthQuintile,->,WSH_ImprovedToilet
7,ECO_WealthQuintile,->,WSH_ImprovedWaterSource
8,ECO_WealthQuintile,->,WSH_WashWithAgent
9,FP_BirthsLast5Yrs,->,BF_BottleFeeding
10,HOU_ModernWallMaterial,->,SRV_OKAlone
11,IMM_Measles,->,CHI_Age
12,IMM_Measles,->,IMM_Diptheria
13,IMM_Measles,->,IMM_VitaminA1
14,KNW_WatchTV,->,MTH_Education
15,SRV_Near,->,DIA_HadDiarrhoea
16,SRV_OKAlone,->,SRV_Near
17,WSH_ImprovedWaterSource,->,HOU_CookingFuel
18,WSH_ImprovedWaterSource,->,WSH_WaterTreated
