ID,Variable1,Dependency,Variable2
1,CHI_Age,->,BF_BreastfedMonths
2,CHI_Age,->,MTH_MaternalAge
3,CUL_LanguageGroup,->,HOU_CookingFuel
4,CUL_LanguageGroup,->,HOU_ModernWallMaterial
5,CUL_LanguageGroup,->,WSH_ImprovedWaterSource
6,ECO_WealthQuintile,->,KNW_WatchTV
7,ECO_WealthQuintile,->,MTH_Education
8,ECO_WealthQuintile,->,WSH_ImprovedToilet
9,ECO_WealthQuintile,->,WSH_SafeStoolDisposal
10,ECO_WealthQuintile,->,WSH_WashWithAgent
11,GEO_Region,->,CUL_LanguageGroup
12,HOU_CookingFuel,->,WSH_WaterTreated
13,IMM_Diptheria,->,IMM_Measles
14,IMM_Measles,->,CHI_Age
15,IMM_Measles,->,IMM_Diptheria
16,IMM_Measles,->,IMM_VitaminA1
17,SRV_Near,->,SRV_OKAlone
18,WSH_ImprovedWaterSource,->,WSH_WaterTreated
19,WSH_SafeStoolDisposal,->,ECO_WealthQuintile
