ID,Variable1,Dependency,Variable2
1,CHI_Age,->,BF_BreastfedMonths
2,DIA_HadDiarrhoea,->,BF_EarlyBreastfeeding
3,ECO_WealthQuintile,->,KNW_WatchTV
4,ECO_WealthQuintile,->,WSH_ImprovedToilet
5,FP_BirthsLast5Yrs,->,WSH_SafeStoolDisposal
6,GEO_Region,->,CUL_LanguageGroup
7,HOU_CookingFuel,->,WSH_WaterTreated
8,IMM_Diptheria,->,DIA_HadDiarrhoea
9,IMM_Measles,->,CHI_Age
10,IMM_Measles,->,IMM_Diptheria
11,IMM_Measles,->,IMM_VitaminA1
12,KNW_WatchTV,->,MTH_Education
13,SRV_Near,->,DEL_SmallBaby
14,SRV_Near,->,SRV_OKAlone
15,SRV_Near,->,WSH_ImprovedWaterSource
