ID,Variable1,Dependency,Variable2
1,BF_BottleFeeding,->,BF_EarlyBreastfeeding
2,BF_BottleFeeding,->,DIA_HadDiarrhoea
3,BF_BottleFeeding,->,IMM_VitaminA1
4,CHI_Age,->,BF_BreastfedMonths
5,CUL_LanguageGroup,->,HOU_ModernWallMaterial
6,ECO_WealthQuintile,->,BF_BottleFeeding
7,ECO_WealthQuintile,->,HOU_CookingFuel
8,ECO_WealthQuintile,->,MTH_Education
9,ECO_WealthQuintile,->,WSH_ImprovedToilet
10,ECO_WealthQuintile,->,WSH_SafeStoolDisposal
11,ECO_WealthQuintile,->,WSH_WaterTreated
12,GEO_Region,->,CUL_LanguageGroup
13,HOU_CookingFuel,->,ECO_WealthQuintile
14,HOU_CookingFuel,->,FP_BirthsLast5Yrs
15,IMM_Measles,->,CHI_Age
16,IMM_Measles,->,IMM_Diptheria
17,IMM_Measles,->,IMM_VitaminA1
18,MTH_Education,->,KNW_WatchTV
19,MTH_MaternalAge,->,FP_ModernMethod
20,SRV_Near,->,SRV_OKAlone
21,WSH_ImprovedToilet,->,WSH_ImprovedWaterSource
22,WSH_ImprovedWaterSource,->,WSH_WaterTreated
23,WSH_WashWithAgent,->,DIA_HadDiarrhoea
24,WSH_WaterTreated,->,MTH_MaternalAge
