ID,Variable1,Dependency,Variable2
1,BF_BottleFeeding,->,FP_BirthsLast5Yrs
2,CHI_Age,->,BF_BreastfedMonths
3,CUL_LanguageGroup,->,HOU_ModernWallMaterial
4,DIA_HadDiarrhoea,->,FP_ModernMethod
5,ECO_WealthQuintile,->,KNW_WatchTV
6,ECO_WealthQuintile,->,MTH_Education
7,ECO_WealthQuintile,->,WSH_ImprovedToilet
8,GEO_Region,->,CUL_LanguageGroup
9,IMM_Diptheria,->,IMM_Measles
10,IMM_Measles,->,CHI_Age
11,IMM_Measles,->,IMM_Diptheria
12,IMM_Measles,->,IMM_VitaminA1
13,IMM_VitaminA1,->,CUL_Religion
14,IMM_VitaminA1,->,MTH_MaternalAge
15,SRV_Near,->,SRV_OKAlone
16,WSH_ImprovedToilet,->,WSH_WashWithAgent
17,WSH_WashWithAgent,->,WSH_WaterTreated
18,WSH_WaterTreated,->,HOU_CookingFuel
19,WSH_WaterTreated,->,WSH_ImprovedWaterSource
