ID,Variable1,Dependency,Variable2
1,CHI_Age,->,BF_BreastfedMonths
2,CUL_LanguageGroup,->,BF_EarlyBreastfeeding
3,CUL_LanguageGroup,->,GEO_Region
4,CUL_LanguageGroup,->,HOU_ModernWallMaterial
5,ECO_WealthQuintile,->,KNW_WatchTV
6,ECO_WealthQuintile,->,WSH_ImprovedToilet
7,ECO_WealthQuintile,->,WSH_WashWithAgent
8,FP_ModernMethod,->,MTH_MaternalAge
9,IMM_Measles,->,CHI_Age
10,IMM_Measles,->,IMM_Diptheria
11,IMM_Measles,->,IMM_VitaminA1
12,KNW_WatchTV,->,MTH_Education
13,SRV_Near,->,DIA_HadDiarrhoea
14,SRV_Near,->,SRV_OKAlone
15,SRV_OKAlone,->,BF_BottleFeeding
16,WSH_ImprovedToilet,->,WSH_ImprovedWaterSource
17,WSH_ImprovedToilet,->,WSH_SafeStoolDisposal
18,WSH_ImprovedWaterSource,->,WSH_WaterTreated
19,WSH_WaterTreated,->,HOU_CookingFuel
