ID,Variable1,Dependency,Variable2
1,CHI_Age,->,BF_BreastfedMonths
2,CUL_LanguageGroup,->,BF_EarlyBreastfeeding
3,CUL_LanguageGroup,->,GEO_Region
4,ECO_WealthQuintile,->,KNW_WatchTV
5,ECO_WealthQuintile,->,WSH_ImprovedWaterSource
6,ECO_WealthQuintile,->,WSH_SafeStoolDisposal
7,ECO_WealthQuintile,->,WSH_WashWithAgent
8,IMM_Diptheria,->,BF_BottleFeeding
9,IMM_Diptheria,->,SRV_Near
10,IMM_Measles,->,CHI_Age
11,IMM_Measles,->,IMM_Diptheria
12,IMM_Measles,->,IMM_VitaminA1
13,KNW_WatchTV,->,MTH_Education
14,MTH_MaternalAge,->,FP_ModernMethod
15,SRV_Near,->,SRV_OKAlone
16,WSH_ImprovedToilet,->,ECO_WealthQuintile
17,WSH_ImprovedToilet,->,MTH_MaternalAge
18,WSH_ImprovedWaterSource,->,WSH_WaterTreated
19,WSH_WaterTreated,->,DIA_HadDiarrhoea
20,WSH_WaterTreated,->,HOU_CookingFuel
