ID,Variable1,Dependency,Variable2
1,BF_BreastfedMonths,->,FP_ModernMethod
2,CHI_Age,->,BF_BreastfedMonths
3,CUL_LanguageGroup,->,HOU_ModernWallMaterial
4,ECO_WealthQuintile,->,KNW_WatchTV
5,ECO_WealthQuintile,->,SRV_OKAlone
6,ECO_WealthQuintile,->,WSH_ImprovedToilet
7,ECO_WealthQuintile,->,WSH_SafeStoolDisposal
8,ECO_WealthQuintile,->,WSH_WashWithAgent
9,GEO_Region,->,CUL_LanguageGroup
10,IMM_Measles,->,CHI_Age
11,IMM_Measles,->,DIA_HadDiarrhoea
12,IMM_Measles,->,IMM_Diptheria
13,IMM_Measles,->,IMM_VitaminA1
14,KNW_WatchTV,->,MTH_Education
15,SRV_Near,->,IMM_VitaminA1
16,SRV_OKAlone,->,SRV_Near
17,WSH_ImprovedWaterSource,->,WSH_WaterTreated
18,WSH_WaterTreated,->,MTH_MaternalAge
