ID,Variable1,Dependency,Variable2
1,CHI_Age,->,BF_BreastfedMonths
2,CHI_Age,->,FP_BirthsLast5Yrs
3,CUL_LanguageGroup,->,GEO_Region
4,CUL_LanguageGroup,->,HOU_CookingFuel
5,ECO_WealthQuintile,->,KNW_WatchTV
6,ECO_WealthQuintile,->,MTH_Education
7,ECO_WealthQuintile,->,WSH_ImprovedToilet
8,ECO_WealthQuintile,->,WSH_WashWithAgent
9,GEO_Region,->,CUL_Religion
10,HOU_CookingFuel,->,WSH_WaterTreated
11,IMM_Measles,->,CHI_Age
12,IMM_Measles,->,IMM_Diptheria
13,IMM_Measles,->,IMM_VitaminA1
14,KNW_WatchTV,->,HOU_CookingFuel
15,KNW_WatchTV,->,IMM_Diptheria
16,MTH_Education,->,SRV_Near
17,SRV_Near,->,SRV_OKAlone
18,WSH_ImprovedToilet,->,WSH_SafeStoolDisposal
19,WSH_WashWithAgent,->,MTH_MaternalAge
20,WSH_WaterTreated,->,WSH_ImprovedWaterSource
