ID,Variable1,Dependency,Variable2
1,BF_BottleFeeding,->,HOU_ModernWallMaterial
2,CUL_LanguageGroup,->,CUL_Religion
3,ECO_WealthQuintile,->,KNW_WatchTV
4,ECO_WealthQuintile,->,SRV_Near
5,ECO_WealthQuintile,->,WSH_ImprovedToilet
6,ECO_WealthQuintile,->,WSH_SafeStoolDisposal
7,ECO_WealthQuintile,->,WSH_WashWithAgent
8,GEO_Region,->,CUL_LanguageGroup
9,IMM_Diptheria,->,FP_ModernMethod
10,IMM_Measles,->,BF_BreastfedMonths
11,IMM_Measles,->,CHI_Age
12,IMM_Measles,->,FP_BirthsLast5Yrs
13,IMM_Measles,->,IMM_Diptheria
14,IMM_VitaminA1,->,IMM_Measles
15,MTH_Education,->,IMM_VitaminA1
16,MTH_Education,->,WSH_WaterTreated
17,MTH_MaternalAge,->,CHI_Weight4Height
18,SRV_Near,->,MTH_MaternalAge
19,SRV_Near,->,SRV_OKAlone
20,WSH_ImprovedToilet,->,MTH_Education
21,WSH_WashWithAgent,->,WSH_ImprovedWaterSource
