ID,Variable1,Dependency,Variable2
1,CHI_Age,->,BF_BreastfedMonths
2,CUL_LanguageGroup,->,GEO_Region
3,CUL_LanguageGroup,->,IMM_Measles
4,CUL_LanguageGroup,->,MTH_Education
5,ECO_WealthQuintile,->,WSH_WaterTreated
6,GEO_Region,->,DIA_HadDiarrhoea
7,GEO_Region,->,WSH_ImprovedWaterSource
8,IMM_Measles,->,CHI_Age
9,IMM_Measles,->,IMM_Diptheria
10,IMM_Measles,->,MTH_MaternalAge
11,KNW_WatchTV,->,FP_ModernMethod
12,MTH_Education,->,KNW_WatchTV
13,MTH_Education,->,SRV_Near
14,SRV_Near,->,SRV_OKAlone
15,WSH_ImprovedToilet,->,ECO_WealthQuintile
16,WSH_ImprovedToilet,->,WSH_WashWithAgent
17,WSH_SafeStoolDisposal,->,WSH_ImprovedToilet
18,WSH_WaterTreated,->,CUL_LanguageGroup
19,WSH_WaterTreated,->,HOU_CookingFuel
20,WSH_WaterTreated,->,WSH_ImprovedWaterSource
