ID,Variable1,Dependency,Variable2
1,BF_BreastfedMonths,->,IMM_Diptheria
2,CHI_Age,->,BF_BreastfedMonths
3,CHI_Age,->,IMM_Measles
4,CUL_LanguageGroup,->,GEO_Region
5,CUL_LanguageGroup,->,HOU_ModernWallMaterial
6,DIA_HadDiarrhoea,->,CHI_Weight4Height
7,ECO_WealthQuintile,->,KNW_WatchTV
8,ECO_WealthQuintile,->,SRV_Near
9,ECO_WealthQuintile,->,WSH_ImprovedToilet
10,ECO_WealthQuintile,->,WSH_WashWithAgent
11,GEO_Region,->,WSH_ImprovedWaterSource
12,IMM_Measles,->,IMM_VitaminA1
13,KNW_WatchTV,->,FP_ModernMethod
14,KNW_WatchTV,->,MTH_Education
15,SRV_Near,->,DIA_HadDiarrhoea
16,SRV_Near,->,SRV_OKAlone
17,WSH_ImprovedWaterSource,->,WSH_WaterTreated
18,WSH_WaterTreated,->,HOU_CookingFuel
