ID,Variable1,Dependency,Variable2
1,BF_BreastfedMonths,->,DEL_SmallBaby
2,DIA_HadDiarrhoea,->,FP_ModernMethod
3,ECO_WealthQuintile,->,MTH_Education
4,ECO_WealthQuintile,->,WSH_SafeStoolDisposal
5,FP_BirthsLast5Yrs,->,WSH_ImprovedToilet
6,GEO_Region,->,CUL_LanguageGroup
7,HOU_CookingFuel,->,HOU_ModernWallMaterial
8,IMM_Diptheria,->,IMM_Measles
9,IMM_Diptheria,->,MTH_MaternalAge
10,IMM_Measles,->,IMM_Diptheria
11,IMM_Measles,->,IMM_VitaminA1
12,KNW_WatchTV,->,BF_BottleFeeding
13,MTH_Education,->,KNW_WatchTV
14,SRV_Near,->,SRV_OKAlone
15,WSH_ImprovedToilet,->,ECO_WealthQuintile
16,WSH_ImprovedToilet,->,WSH_WashWithAgent
17,WSH_WaterTreated,->,WSH_ImprovedWaterSource
