ID,Variable1,Dependency,Variable2
1,CHI_Age,->,BF_BreastfedMonths
2,CHI_Age,->,FP_BirthsLast5Yrs
3,CUL_LanguageGroup,->,WSH_ImprovedWaterSource
4,ECO_WealthQuintile,->,KNW_WatchTV
5,ECO_WealthQuintile,->,WSH_SafeStoolDisposal
6,GEO_Region,->,CUL_LanguageGroup
7,GEO_Region,->,CUL_Religion
8,IMM_Measles,->,CHI_Age
9,IMM_Measles,->,IMM_Diptheria
10,IMM_Measles,->,IMM_VitaminA1
11,KNW_WatchTV,->,IMM_VitaminA1
12,KNW_WatchTV,->,MTH_Education
13,KNW_WatchTV,->,WSH_WashWithAgent
14,KNW_WatchTV,->,WSH_WaterTreated
15,SRV_OKAlone,->,SRV_Near
16,WSH_ImprovedToilet,->,ECO_WealthQuintile
17,WSH_ImprovedWaterSource,->,WSH_ImprovedToilet
