ID,Variable1,Dependency,Variable2
1,CHI_Age,->,BF_BreastfedMonths
2,CUL_LanguageGroup,->,GEO_Region
3,CUL_LanguageGroup,->,HOU_CookingFuel
4,CUL_LanguageGroup,->,HOU_ModernWallMaterial
5,ECO_WealthQuintile,->,KNW_WatchTV
6,ECO_WealthQuintile,->,WSH_ImprovedToilet
7,IMM_Measles,->,CHI_Age
8,IMM_Measles,->,IMM_Diptheria
9,IMM_Measles,->,IMM_VitaminA1
10,IMM_Measles,->,MTH_MaternalAge
11,KNW_WatchTV,->,MTH_Education
12,SRV_Near,->,DEL_SmallBaby
13,SRV_OKAlone,->,SRV_Near
14,WSH_ImprovedToilet,->,WSH_SafeStoolDisposal
15,WSH_ImprovedToilet,->,WSH_WashWithAgent
16,WSH_ImprovedWaterSource,->,WSH_WaterTreated
