ID,Variable1,Variable2,TrueOrFalse
0,CUL_Religion,BF_BreastfedMonths,true
1,MTH_Education,WSH_WaterTreated,true
2,ECO_WealthQuintile,HOU_ModernWallMaterial,true
3,KNW_WatchTV,FP_ModernMethod,true
4,ECO_WealthQuintile,FP_BirthsLast5Yrs,true
5,GEO_Region,CUL_Religion,true
6,ECO_WealthQuintile,WSH_WashWithAgent,true
7,GEO_Region,CUL_LanguageGroup,true
8,WSH_SafeStoolDisposal,DIA_HadDiarrhoea,true
9,MTH_Education,IMM_Measles,true
10,WSH_ImprovedToilet,WSH_SafeStoolDisposal,true
11,IMM_Measles,DIA_HadDiarrhoea,true
12,SRV_Near,SRV_OKAlone,true
13,CUL_LanguageGroup,MTH_Education,true
14,FP_ModernMethod,BF_EarlyBreastfeeding,false
15,WSH_ImprovedToilet,ECO_WealthQuintile,false
16,MTH_MaternalAge,IMM_VitaminA1,false
17,IMM_VitaminA1,BF_BreastfedMonths,false
18,WSH_WaterTreated,WSH_WashWithAgent,false
19,DEL_SmallBaby,WSH_ImprovedWaterSource,false
20,IMM_Diptheria,WSH_ImprovedWaterSource,false
21,SRV_Near,HOU_CookingFuel,false
22,BF_BreastfedMonths,DEL_SmallBaby,false
23,WSH_SafeStoolDisposal,IMM_VitaminA1,false
24,CHI_Age,HOU_CookingFuel,false
25,BF_BottleFeeding,FP_ModernMethod,false
26,IMM_VitaminA1,WSH_SafeStoolDisposal,false
27,FP_ModernMethod,IMM_Diptheria,false
