ID,Variable1,Variable2,TrueOrFalse
0,MTH_Education,KNW_WatchTV,true
1,GEO_Region,CUL_LanguageGroup,true
2,CUL_LanguageGroup,HOU_CookingFuel,true
3,ECO_WealthQuintile,WSH_WashWithAgent,true
4,GEO_Region,WSH_ImprovedToilet,true
5,CUL_LanguageGroup,MTH_Education,true
6,CUL_LanguageGroup,ECO_WealthQuintile,true
7,GEO_Region,BF_BottleFeeding,true
8,MTH_Education,SRV_Near,true
9,GEO_Region,ECO_WealthQuintile,true
10,ECO_WealthQuintile,HOU_CookingFuel,true
11,CUL_LanguageGroup,FP_BirthsLast5Yrs,true
12,ECO_WealthQuintile,WSH_ImprovedWaterSource,true
13,WSH_ImprovedToilet,WSH_SafeStoolDisposal,true
14,MTH_MaternalAge,SRV_OKAlone,false
15,MTH_MaternalAge,SRV_Near,false
16,BF_BottleFeeding,ECO_WealthQuintile,false
17,BF_EarlyBreastfeeding,HOU_CookingFuel,false
18,ECO_WealthQuintile,FP_ModernMethod,false
19,DEL_SmallBaby,IMM_Diptheria,false
20,SRV_Near,MTH_Education,false
21,CUL_LanguageGroup,DIA_HadDiarrhoea,false
22,FP_BirthsLast5Yrs,SRV_Near,false
23,BF_EarlyBreastfeeding,BF_BreastfedMonths,false
24,GEO_Region,KNW_WatchTV,false
25,SRV_OKAlone,DEL_SmallBaby,false
26,WSH_ImprovedToilet,FP_ModernMethod,false
27,FP_BirthsLast5Yrs,DEL_SmallBaby,false
