ID,Parent,Child,TrueOrFalse
0,X10,X56,true
1,X1,X57,true
2,X2,X83,true
3,X50,X78,true
4,X26,X84,true
5,X28,X88,true
6,X2,X63,true
7,X39,X74,true
8,X56,X59,true
9,X15,X22,true
10,X3,X68,true
11,X75,X85,true
12,X1,X55,true
13,X25,X71,true
14,X19,X83,true
15,X16,X35,true
16,X4,X16,true
17,X48,X59,true
18,X14,X64,true
19,X92,X97,true
20,X31,X40,true
21,X50,X86,true
22,X22,X66,true
23,X35,X53,true
24,X25,X61,true
25,X9,X11,true
26,X10,X46,true
27,X17,X23,true
28,X10,X68,false
29,X60,X13,false
30,X42,X12,false
31,X84,X93,false
32,X31,X56,false
33,X41,X32,false
34,X21,X69,false
35,X72,X0,false
36,X78,X43,false
37,X17,X65,false
38,X67,X11,false
39,X41,X69,false
40,X53,X45,false
41,X70,X42,false
42,X57,X7,false
43,X44,X51,false
44,X10,X75,false
45,X70,X30,false
46,X57,X39,false
47,X16,X45,false
48,X35,X74,false
49,X21,X10,false
50,X89,X77,false
51,X4,X7,false
52,X98,X99,false
53,X82,X58,false
54,X48,X30,false
55,X60,X52,false
