ID,Parent,Child,TrueOrFalse
0,X58,X77,true
1,X35,X53,true
2,X57,X75,true
3,X10,X56,true
4,X2,X83,true
5,X41,X78,true
6,X47,X67,true
7,X32,X59,true
8,X29,X63,true
9,X13,X50,true
10,X27,X97,true
11,X69,X72,true
12,X25,X71,true
13,X18,X32,true
14,X32,X78,true
15,X28,X85,true
16,X9,X59,true
17,X82,X95,true
18,X47,X66,true
19,X22,X66,true
20,X44,X66,true
21,X9,X22,true
22,X77,X93,true
23,X8,X22,true
24,X25,X50,true
25,X39,X74,true
26,X22,X61,true
27,X1,X77,true
28,X94,X19,false
29,X38,X78,false
30,X74,X30,false
31,X61,X53,false
32,X59,X42,false
33,X19,X45,false
34,X68,X80,false
35,X55,X87,false
36,X31,X1,false
37,X28,X64,false
38,X40,X13,false
39,X68,X34,false
40,X25,X15,false
41,X31,X15,false
42,X80,X26,false
43,X40,X9,false
44,X30,X34,false
45,X10,X49,false
46,X19,X75,false
47,X24,X48,false
48,X48,X92,false
49,X58,X90,false
50,X58,X18,false
51,X36,X0,false
52,X10,X91,false
53,X57,X39,false
54,X86,X46,false
55,X21,X18,false
