ID,Parent,Child,TrueOrFalse
0,X2,X63,true
1,X5,X9,true
2,X5,X38,true
3,X44,X60,true
4,X28,X85,true
5,X52,X73,true
6,X30,X94,true
7,X2,X75,true
8,X39,X74,true
9,X9,X48,true
10,X47,X66,true
11,X26,X84,true
12,X4,X16,true
13,X43,X69,true
14,X15,X61,true
15,X93,X95,true
16,X2,X83,true
17,X16,X22,true
18,X30,X57,true
19,X68,X99,true
20,X31,X40,true
21,X76,X87,true
22,X80,X84,true
23,X5,X53,true
24,X29,X63,true
25,X32,X59,true
26,X37,X67,true
27,X48,X95,true
28,X2,X48,false
29,X74,X15,false
30,X18,X52,false
31,X95,X49,false
32,X6,X10,false
33,X40,X80,false
34,X94,X56,false
35,X57,X52,false
36,X18,X79,false
37,X21,X27,false
38,X35,X13,false
39,X23,X75,false
40,X29,X85,false
41,X46,X36,false
42,X45,X0,false
43,X71,X59,false
44,X52,X3,false
45,X53,X50,false
46,X39,X23,false
47,X9,X7,false
48,X67,X56,false
49,X74,X65,false
50,X84,X77,false
51,X14,X37,false
52,X44,X55,false
53,X25,X9,false
54,X90,X40,false
55,X89,X55,false
