ID,Parent,Child,TrueOrFalse
0,X14,X96,true
1,X29,X70,true
2,X19,X89,true
3,X47,X66,true
4,X56,X76,true
5,X24,X98,true
6,X26,X84,true
7,X36,X60,true
8,X41,X94,true
9,X6,X34,true
10,X57,X76,true
11,X50,X86,true
12,X8,X45,true
13,X68,X99,true
14,X7,X94,true
15,X29,X99,true
16,X5,X53,true
17,X44,X66,true
18,X25,X84,true
19,X58,X77,true
20,X10,X56,true
21,X10,X46,true
22,X0,X49,true
23,X17,X42,true
24,X18,X32,true
25,X9,X22,true
26,X1,X57,true
27,X28,X88,true
28,X30,X81,false
29,X10,X60,false
30,X11,X21,false
31,X59,X98,false
32,X75,X89,false
33,X97,X10,false
34,X92,X74,false
35,X7,X22,false
36,X55,X27,false
37,X98,X13,false
38,X2,X56,false
39,X16,X37,false
40,X6,X29,false
41,X28,X65,false
42,X45,X99,false
43,X31,X22,false
44,X75,X83,false
45,X59,X64,false
46,X26,X89,false
47,X99,X85,false
48,X61,X80,false
49,X84,X38,false
50,X47,X93,false
51,X14,X28,false
52,X55,X92,false
53,X28,X16,false
54,X37,X40,false
55,X47,X80,false
