ID,Parent,Child,TrueOrFalse
0,X16,X22,true
1,X3,X68,true
2,X82,X95,true
3,X16,X35,true
4,X14,X96,true
5,X48,X59,true
6,X18,X32,true
7,X28,X85,true
8,X5,X38,true
9,X76,X87,true
10,X22,X61,true
11,X2,X75,true
12,X37,X39,true
13,X44,X66,true
14,X10,X35,true
15,X73,X86,true
16,X68,X99,true
17,X58,X77,true
18,X35,X53,true
19,X28,X98,true
20,X13,X50,true
21,X12,X97,true
22,X25,X84,true
23,X15,X22,true
24,X16,X85,true
25,X6,X34,true
26,X3,X21,true
27,X30,X48,true
28,X64,X57,false
29,X95,X3,false
30,X22,X21,false
31,X18,X35,false
32,X29,X32,false
33,X31,X26,false
34,X76,X85,false
35,X11,X1,false
36,X41,X47,false
37,X95,X45,false
38,X48,X50,false
39,X82,X12,false
40,X82,X46,false
41,X48,X74,false
42,X51,X2,false
43,X1,X51,false
44,X67,X10,false
45,X12,X27,false
46,X11,X72,false
47,X21,X11,false
48,X89,X93,false
49,X14,X17,false
50,X18,X53,false
51,X89,X5,false
52,X28,X8,false
53,X93,X32,false
54,X35,X96,false
55,X88,X79,false
