ID,Parent,Child,TrueOrFalse
0,X31,X40,true
1,X8,X22,true
2,X9,X43,true
3,X12,X97,true
4,X26,X68,true
5,X23,X76,true
6,X15,X61,true
7,X21,X66,true
8,X40,X60,true
9,X48,X95,true
10,X18,X32,true
11,X19,X92,true
12,X1,X55,true
13,X58,X77,true
14,X25,X71,true
15,X85,X95,true
16,X19,X88,true
17,X34,X48,true
18,X41,X94,true
19,X9,X48,true
20,X25,X61,true
21,X5,X38,true
22,X44,X66,true
23,X38,X40,true
24,X28,X98,true
25,X16,X68,true
26,X47,X67,true
27,X50,X86,true
28,X75,X64,false
29,X48,X55,false
30,X51,X31,false
31,X45,X38,false
32,X79,X55,false
33,X40,X75,false
34,X9,X8,false
35,X21,X25,false
36,X52,X72,false
37,X60,X1,false
38,X19,X3,false
39,X6,X83,false
40,X18,X59,false
41,X73,X79,false
42,X75,X40,false
43,X22,X38,false
44,X58,X8,false
45,X18,X43,false
46,X46,X73,false
47,X66,X69,false
48,X12,X68,false
49,X18,X22,false
50,X90,X0,false
51,X71,X29,false
52,X28,X61,false
53,X73,X36,false
54,X43,X84,false
55,X25,X16,false
