ID,Variable1,Dependency,Variable2
1,BF_BottleFeeding,->,DIA_HadDiarrhoea
2,BF_BottleFeeding,->,FP_ModernMethod
3,BF_BottleFeeding,->,HOU_CookingFuel
4,BF_BreastfedMonths,->,IMM_Measles
5,BF_BreastfedMonths,->,IMM_VitaminA1
6,BF_EarlyBreastfeeding,->,IMM_Diptheria
7,CHI_Age,->,BF_BottleFeeding
8,CHI_Age,->,ECO_WealthQuintile
9,CHI_Age,->,HOU_ModernWallMaterial
10,CHI_Age,->,IMM_Measles
11,CHI_Age,->,IMM_VitaminA1
12,CHI_Weight4Height,->,IMM_Diptheria
13,CHI_Weight4Height,->,MTH_Education
14,CUL_LanguageGroup,->,BF_EarlyBreastfeeding
15,CUL_LanguageGroup,->,HOU_ModernWallMaterial
16,CUL_LanguageGroup,->,MTH_Education
17,CUL_Religion,->,BF_BreastfedMonths
18,DEL_SmallBaby,->,WSH_WashWithAgent
19,DIA_HadDiarrhoea,->,WSH_SafeStoolDisposal
20,ECO_WealthQuintile,->,BF_BottleFeeding
21,ECO_WealthQuintile,->,BF_BreastfedMonths
22,ECO_WealthQuintile,->,HOU_ModernWallMaterial
23,ECO_WealthQuintile,->,MTH_Education
24,ECO_WealthQuintile,->,SRV_Near
25,ECO_WealthQuintile,->,SRV_OKAlone
26,ECO_WealthQuintile,->,WSH_WashWithAgent
27,FP_BirthsLast5Yrs,->,BF_EarlyBreastfeeding
28,FP_BirthsLast5Yrs,->,HOU_ModernWallMaterial
29,GEO_Region,->,BF_BottleFeeding
30,GEO_Region,->,BF_EarlyBreastfeeding
31,GEO_Region,->,CUL_Religion
32,GEO_Region,->,FP_BirthsLast5Yrs
33,GEO_Region,->,WSH_ImprovedToilet
34,HOU_CookingFuel,->,WSH_WaterTreated
35,HOU_ModernWallMaterial,->,WSH_ImprovedToilet
36,IMM_Diptheria,->,SRV_OKAlone
37,IMM_Diptheria,->,WSH_SafeStoolDisposal
38,IMM_Diptheria,->,WSH_WashWithAgent
39,IMM_Measles,->,BF_BottleFeeding
40,IMM_Measles,->,DIA_HadDiarrhoea
41,IMM_Measles,->,SRV_Near
42,IMM_VitaminA1,->,ECO_WealthQuintile
43,IMM_VitaminA1,->,IMM_Measles
44,IMM_VitaminA1,->,WSH_WashWithAgent
45,KNW_WatchTV,->,FP_ModernMethod
46,KNW_WatchTV,->,IMM_Measles
47,KNW_WatchTV,->,IMM_VitaminA1
48,MTH_Education,->,BF_BottleFeeding
49,MTH_Education,->,BF_EarlyBreastfeeding
50,MTH_Education,->,FP_ModernMethod
51,MTH_Education,->,GEO_Region
52,MTH_Education,->,IMM_Diptheria
53,MTH_Education,->,IMM_Measles
54,MTH_Education,->,IMM_VitaminA1
55,MTH_Education,->,SRV_Near
56,MTH_MaternalAge,->,CHI_Weight4Height
57,SRV_Near,->,DEL_SmallBaby
58,SRV_OKAlone,->,BF_BreastfedMonths
59,WSH_ImprovedToilet,->,WSH_ImprovedWaterSource
60,WSH_ImprovedToilet,->,WSH_SafeStoolDisposal
61,WSH_ImprovedToilet,->,WSH_WashWithAgent
62,WSH_ImprovedWaterSource,->,FP_ModernMethod
63,WSH_ImprovedWaterSource,->,WSH_SafeStoolDisposal
64,WSH_SafeStoolDisposal,->,DIA_HadDiarrhoea
65,WSH_WashWithAgent,->,IMM_VitaminA1
66,WSH_WashWithAgent,->,WSH_SafeStoolDisposal
67,WSH_WashWithAgent,->,WSH_WaterTreated
68,WSH_WaterTreated,->,HOU_ModernWallMaterial
69,WSH_WaterTreated,->,WSH_ImprovedWaterSource
