ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,EXPCO2
2,MINVOLSET,->,VENTMACH
3,VENTMACH,->,VENTTUBE
4,HREKG,->,ERRCAUTER
5,HREKG,->,HRSAT
6,HRBP,->,ERRLOWOUTPUT
7,MINVOL,->,VENTLUNG
8,MINVOL,->,INTUBATION
9,KINKEDTUBE,->,PRESS
10,STROKEVOLUME,->,LVEDVOLUME
11,STROKEVOLUME,->,BP
12,LVFAILURE,->,HISTORY
13,LVEDVOLUME,->,LVFAILURE
14,LVEDVOLUME,->,PCWP
15,LVEDVOLUME,->,CVP
16,INTUBATION,->,SHUNT
17,VENTTUBE,->,DISCONNECT
18,VENTTUBE,->,VENTALV
19,VENTALV,->,MINVOL
20,VENTALV,->,ARTCO2
21,HR,->,HREKG
22,HR,->,HRBP
23,HR,->,CO
24,CO,->,STROKEVOLUME
25,BP,->,TPR
26,TPR,->,CATECHOL
27,PCWP,->,HYPOVOLEMIA
