ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,EXPCO2
2,VENTLUNG,->,MINVOL
3,VENTMACH,->,VENTTUBE
4,ERRCAUTER,->,HREKG
5,HRBP,->,ERRLOWOUTPUT
6,STROKEVOLUME,->,LVFAILURE
7,STROKEVOLUME,->,CO
8,LVFAILURE,->,STROKEVOLUME
9,LVFAILURE,->,HISTORY
10,LVEDVOLUME,->,HYPOVOLEMIA
11,LVEDVOLUME,->,PCWP
12,LVEDVOLUME,->,CVP
13,HRSAT,->,ERRCAUTER
14,HISTORY,->,FIO2
15,ANAPHYLAXIS,->,INSUFFANESTH
16,INTUBATION,->,SHUNT
17,VENTTUBE,->,VENTLUNG
18,VENTTUBE,->,MINVOLSET
19,VENTTUBE,->,DISCONNECT
20,VENTTUBE,->,PRESS
21,VENTALV,->,ARTCO2
22,CATECHOL,->,HR
23,HR,->,HREKG
24,HR,->,HRBP
25,HR,->,HRSAT
26,HR,->,CO
27,HR,->,TPR
28,CO,->,BP
29,TPR,->,CATECHOL
30,TPR,->,BP
31,SAO2,->,PVSAT
