ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,MINVOL
2,VENTLUNG,->,VENTALV
3,MINVOLSET,->,VENTMACH
4,PVSAT,->,SAO2
5,EXPCO2,->,VENTLUNG
6,ERRCAUTER,->,HREKG
7,ERRCAUTER,->,KINKEDTUBE
8,HRBP,->,ERRLOWOUTPUT
9,HRBP,->,HR
10,STROKEVOLUME,->,CO
11,LVFAILURE,->,STROKEVOLUME
12,LVFAILURE,->,HISTORY
13,LVEDVOLUME,->,LVFAILURE
14,LVEDVOLUME,->,HYPOVOLEMIA
15,LVEDVOLUME,->,PCWP
16,LVEDVOLUME,->,CVP
17,HYPOVOLEMIA,->,STROKEVOLUME
18,HRSAT,->,ERRCAUTER
19,VENTTUBE,->,DISCONNECT
20,VENTALV,->,VENTTUBE
21,VENTALV,->,ARTCO2
22,VENTALV,->,SHUNT
23,ARTCO2,->,MINVOLSET
24,HR,->,HREKG
25,HR,->,HRSAT
26,HR,->,CATECHOL
27,CO,->,HRBP
28,CO,->,BP
29,BP,->,TPR
30,SHUNT,->,INTUBATION
31,SHUNT,->,PULMEMBOLUS
