ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,PVSAT
2,VENTLUNG,->,EXPCO2
3,VENTLUNG,->,MINVOL
4,VENTLUNG,->,VENTALV
5,VENTMACH,->,MINVOLSET
6,PVSAT,->,SAO2
7,ERRCAUTER,->,FIO2
8,HRBP,->,ERRLOWOUTPUT
9,HRBP,->,HR
10,STROKEVOLUME,->,LVEDVOLUME
11,STROKEVOLUME,->,CO
12,LVFAILURE,->,STROKEVOLUME
13,LVFAILURE,->,HISTORY
14,LVEDVOLUME,->,HYPOVOLEMIA
15,LVEDVOLUME,->,PCWP
16,LVEDVOLUME,->,CVP
17,HRSAT,->,HREKG
18,HRSAT,->,ERRCAUTER
19,INTUBATION,->,SHUNT
20,VENTTUBE,->,VENTLUNG
21,VENTTUBE,->,DISCONNECT
22,VENTTUBE,->,VENTMACH
23,VENTALV,->,ARTCO2
24,HR,->,CATECHOL
25,HR,->,CO
26,HR,->,TPR
27,CO,->,BP
28,BP,->,PVSAT
29,TPR,->,BP
30,PULMEMBOLUS,->,SHUNT
