ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,EXPCO2
2,VENTLUNG,->,MINVOL
3,VENTLUNG,->,VENTALV
4,VENTMACH,->,MINVOLSET
5,VENTMACH,->,VENTTUBE
6,PVSAT,->,SAO2
7,HREKG,->,HRSAT
8,HREKG,->,HR
9,HREKG,->,CO
10,HRBP,->,ERRLOWOUTPUT
11,LVFAILURE,->,LVEDVOLUME
12,LVFAILURE,->,HISTORY
13,LVEDVOLUME,->,HYPOVOLEMIA
14,LVEDVOLUME,->,PCWP
15,LVEDVOLUME,->,CVP
16,HYPOVOLEMIA,->,PRESS
17,HRSAT,->,ERRCAUTER
18,VENTTUBE,->,DISCONNECT
19,VENTALV,->,ARTCO2
20,CATECHOL,->,ERRLOWOUTPUT
21,HR,->,HRBP
22,HR,->,CATECHOL
23,CO,->,STROKEVOLUME
24,TPR,->,BP
25,SHUNT,->,INTUBATION
26,PULMEMBOLUS,->,PAP
27,PULMEMBOLUS,->,SHUNT
