ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,EXPCO2
2,VENTLUNG,->,MINVOL
3,VENTLUNG,->,VENTALV
4,MINVOLSET,->,VENTMACH
5,MINVOLSET,->,FIO2
6,DISCONNECT,->,VENTTUBE
7,VENTMACH,->,VENTTUBE
8,HREKG,->,ERRCAUTER
9,HREKG,->,HRSAT
10,HRBP,->,ERRLOWOUTPUT
11,HRBP,->,HR
12,LVEDVOLUME,->,HYPOVOLEMIA
13,LVEDVOLUME,->,PCWP
14,LVEDVOLUME,->,CVP
15,INTUBATION,->,PVSAT
16,VENTTUBE,->,PRESS
17,CATECHOL,->,ARTCO2
18,CATECHOL,->,SAO2
19,HR,->,MINVOLSET
20,HR,->,CATECHOL
21,HR,->,CO
22,BP,->,TPR
23,SHUNT,->,INTUBATION
24,PULMEMBOLUS,->,SHUNT
25,PULMEMBOLUS,->,SAO2
26,CVP,->,STROKEVOLUME
27,SAO2,->,KINKEDTUBE
