ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,VENTALV
2,VENTLUNG,->,ARTCO2
3,VENTMACH,->,MINVOLSET
4,PRESS,->,PULMEMBOLUS
5,FIO2,->,PVSAT
6,PVSAT,->,FIO2
7,HREKG,->,ERRCAUTER
8,HREKG,->,HRSAT
9,HRBP,->,HR
10,MINVOL,->,VENTLUNG
11,KINKEDTUBE,->,VENTLUNG
12,STROKEVOLUME,->,CO
13,LVEDVOLUME,->,HYPOVOLEMIA
14,LVEDVOLUME,->,PCWP
15,LVEDVOLUME,->,CVP
16,HYPOVOLEMIA,->,KINKEDTUBE
17,ANAPHYLAXIS,->,CATECHOL
18,INTUBATION,->,PRESS
19,VENTTUBE,->,DISCONNECT
20,VENTTUBE,->,VENTMACH
21,VENTTUBE,->,PRESS
22,CATECHOL,->,LVFAILURE
23,ARTCO2,->,EXPCO2
24,ARTCO2,->,VENTTUBE
25,BP,->,TPR
26,PULMEMBOLUS,->,SHUNT
