ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,MINVOL
2,DISCONNECT,->,VENTTUBE
3,PVSAT,->,SAO2
4,EXPCO2,->,VENTLUNG
5,HREKG,->,HRSAT
6,HRBP,->,ERRLOWOUTPUT
7,MINVOL,->,VENTALV
8,KINKEDTUBE,->,INSUFFANESTH
9,STROKEVOLUME,->,CO
10,LVEDVOLUME,->,PCWP
11,HYPOVOLEMIA,->,ANAPHYLAXIS
12,HRSAT,->,ERRCAUTER
13,HISTORY,->,STROKEVOLUME
14,HISTORY,->,LVFAILURE
15,ANAPHYLAXIS,->,DISCONNECT
16,VENTTUBE,->,VENTMACH
17,VENTALV,->,DISCONNECT
18,VENTALV,->,ARTCO2
19,CATECHOL,->,EXPCO2
20,ARTCO2,->,PVSAT
21,HR,->,HREKG
22,HR,->,HRBP
23,HR,->,CATECHOL
24,CO,->,HR
25,CO,->,BP
26,BP,->,TPR
27,PCWP,->,HYPOVOLEMIA
28,PCWP,->,HISTORY
29,SHUNT,->,INTUBATION
30,CVP,->,LVEDVOLUME
