ID,Variable1,Dependency,Variable2
1,VENTMACH,->,MINVOLSET
2,PVSAT,->,SAO2
3,EXPCO2,->,VENTLUNG
4,HREKG,->,ERRCAUTER
5,HREKG,->,HRSAT
6,HRBP,->,ERRLOWOUTPUT
7,HRBP,->,HR
8,LVFAILURE,->,HISTORY
9,LVEDVOLUME,->,HYPOVOLEMIA
10,LVEDVOLUME,->,PCWP
11,LVEDVOLUME,->,CVP
12,VENTTUBE,->,DISCONNECT
13,VENTTUBE,->,VENTMACH
14,VENTTUBE,->,PRESS
15,VENTALV,->,MINVOL
16,VENTALV,->,ARTCO2
17,ARTCO2,->,EXPCO2
18,HR,->,CATECHOL
19,HR,->,CO
20,CO,->,STROKEVOLUME
21,CO,->,BP
22,TPR,->,CATECHOL
23,TPR,->,BP
24,SHUNT,->,INTUBATION
25,SHUNT,->,PULMEMBOLUS
