ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,MINVOL
2,VENTLUNG,->,VENTALV
3,DISCONNECT,->,PRESS
4,DISCONNECT,->,VENTTUBE
5,VENTMACH,->,MINVOLSET
6,PVSAT,->,SAO2
7,EXPCO2,->,VENTLUNG
8,HREKG,->,HRSAT
9,HRBP,->,ERRLOWOUTPUT
10,HRBP,->,HR
11,LVFAILURE,->,LVEDVOLUME
12,LVFAILURE,->,HISTORY
13,LVEDVOLUME,->,HYPOVOLEMIA
14,LVEDVOLUME,->,PCWP
15,LVEDVOLUME,->,CVP
16,HRSAT,->,ERRCAUTER
17,INTUBATION,->,SHUNT
18,VENTTUBE,->,VENTMACH
19,VENTALV,->,ARTCO2
20,HR,->,CATECHOL
21,HR,->,CO
22,CO,->,STROKEVOLUME
23,CO,->,BP
24,TPR,->,BP
25,PCWP,->,FIO2
