ID,Variable1,Dependency,Variable2
1,MINVOLSET,->,VENTMACH
2,VENTMACH,->,VENTTUBE
3,PVSAT,->,SAO2
4,EXPCO2,->,VENTLUNG
5,HREKG,->,HRSAT
6,HRBP,->,ERRLOWOUTPUT
7,HRBP,->,HR
8,LVFAILURE,->,HISTORY
9,LVEDVOLUME,->,HYPOVOLEMIA
10,LVEDVOLUME,->,PCWP
11,LVEDVOLUME,->,CVP
12,HRSAT,->,ERRCAUTER
13,ANAPHYLAXIS,->,TPR
14,INTUBATION,->,SHUNT
15,VENTTUBE,->,DISCONNECT
16,VENTTUBE,->,PRESS
17,VENTALV,->,MINVOL
18,ARTCO2,->,VENTALV
19,HR,->,CATECHOL
20,HR,->,CO
21,CO,->,STROKEVOLUME
22,CO,->,TPR
23,BP,->,TPR
24,PCWP,->,LVFAILURE
25,SHUNT,->,PULMEMBOLUS
26,PULMEMBOLUS,->,PAP
