ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,EXPCO2
2,VENTLUNG,->,MINVOL
3,VENTLUNG,->,VENTTUBE
4,DISCONNECT,->,HR
5,VENTMACH,->,VENTLUNG
6,VENTMACH,->,MINVOLSET
7,HREKG,->,ERRCAUTER
8,HRBP,->,ERRLOWOUTPUT
9,KINKEDTUBE,->,INSUFFANESTH
10,LVFAILURE,->,HISTORY
11,LVEDVOLUME,->,PCWP
12,LVEDVOLUME,->,CVP
13,HRSAT,->,HREKG
14,INTUBATION,->,MINVOL
15,VENTALV,->,ARTCO2
16,CATECHOL,->,PVSAT
17,CATECHOL,->,ANAPHYLAXIS
18,HR,->,HRBP
19,HR,->,HRSAT
20,HR,->,CO
21,HR,->,INSUFFANESTH
22,CO,->,STROKEVOLUME
23,BP,->,FIO2
24,BP,->,TPR
25,PCWP,->,HYPOVOLEMIA
26,SAO2,->,CATECHOL
