ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,EXPCO2
2,VENTLUNG,->,MINVOL
3,MINVOLSET,->,VENTMACH
4,DISCONNECT,->,INSUFFANESTH
5,VENTMACH,->,VENTTUBE
6,HREKG,->,ERRCAUTER
7,HREKG,->,HRSAT
8,HRBP,->,ERRLOWOUTPUT
9,HRBP,->,HR
10,KINKEDTUBE,->,VENTLUNG
11,STROKEVOLUME,->,CO
12,LVFAILURE,->,HISTORY
13,LVEDVOLUME,->,STROKEVOLUME
14,LVEDVOLUME,->,PCWP
15,LVEDVOLUME,->,CVP
16,HYPOVOLEMIA,->,KINKEDTUBE
17,VENTTUBE,->,VENTLUNG
18,VENTTUBE,->,DISCONNECT
19,VENTALV,->,ARTCO2
20,ARTCO2,->,MINVOLSET
21,HR,->,CATECHOL
22,HR,->,CO
23,CO,->,BP
24,BP,->,TPR
25,PCWP,->,HYPOVOLEMIA
26,SHUNT,->,INTUBATION
27,PULMEMBOLUS,->,SHUNT
