ID,Variable1,Dependency,Variable2
1,DISCONNECT,->,PRESS
2,DISCONNECT,->,VENTTUBE
3,VENTMACH,->,MINVOLSET
4,PVSAT,->,SAO2
5,HREKG,->,ERRCAUTER
6,HREKG,->,HRSAT
7,ERRLOWOUTPUT,->,HRBP
8,ERRLOWOUTPUT,->,PULMEMBOLUS
9,MINVOL,->,VENTALV
10,LVFAILURE,->,HISTORY
11,LVEDVOLUME,->,LVFAILURE
12,LVEDVOLUME,->,HYPOVOLEMIA
13,LVEDVOLUME,->,PCWP
14,LVEDVOLUME,->,CVP
15,HRSAT,->,CATECHOL
16,HRSAT,->,HR
17,INTUBATION,->,SHUNT
18,VENTTUBE,->,VENTMACH
19,VENTALV,->,VENTLUNG
20,VENTALV,->,ARTCO2
21,ARTCO2,->,EXPCO2
22,HR,->,HRBP
23,HR,->,CO
24,CO,->,STROKEVOLUME
25,BP,->,TPR
