ID,Variable1,Dependency,Variable2
1,MINVOLSET,->,VENTMACH
2,VENTMACH,->,VENTTUBE
3,EXPCO2,->,VENTLUNG
4,HREKG,->,ERRCAUTER
5,HRBP,->,ERRLOWOUTPUT
6,ERRLOWOUTPUT,->,HYPOVOLEMIA
7,MINVOL,->,ARTCO2
8,STROKEVOLUME,->,CO
9,LVFAILURE,->,HISTORY
10,LVEDVOLUME,->,STROKEVOLUME
11,LVEDVOLUME,->,LVFAILURE
12,LVEDVOLUME,->,PCWP
13,LVEDVOLUME,->,CVP
14,HYPOVOLEMIA,->,LVEDVOLUME
15,HRSAT,->,HREKG
16,ANAPHYLAXIS,->,PAP
17,INTUBATION,->,SHUNT
18,VENTTUBE,->,DISCONNECT
19,VENTTUBE,->,MINVOL
20,CATECHOL,->,HR
21,ARTCO2,->,EXPCO2
22,ARTCO2,->,VENTALV
23,ARTCO2,->,CATECHOL
24,HR,->,HRBP
25,HR,->,HRSAT
26,HR,->,CO
27,CO,->,BP
28,BP,->,TPR
29,PULMEMBOLUS,->,HR
30,SAO2,->,PVSAT
