ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,EXPCO2
2,DISCONNECT,->,VENTTUBE
3,HREKG,->,ERRCAUTER
4,HRBP,->,ERRLOWOUTPUT
5,LVEDVOLUME,->,HYPOVOLEMIA
6,LVEDVOLUME,->,PCWP
7,LVEDVOLUME,->,SHUNT
8,LVEDVOLUME,->,CVP
9,HRSAT,->,HREKG
10,HISTORY,->,LVFAILURE
11,ANAPHYLAXIS,->,TPR
12,VENTALV,->,ARTCO2
13,CATECHOL,->,INTUBATION
14,ARTCO2,->,MINVOLSET
15,ARTCO2,->,MINVOL
16,ARTCO2,->,CATECHOL
17,HR,->,HRBP
18,HR,->,HRSAT
19,HR,->,HISTORY
20,CO,->,STROKEVOLUME
21,CO,->,BP
22,BP,->,TPR
23,TPR,->,FIO2
24,PULMEMBOLUS,->,PAP
