ID,Variable1,Dependency,Variable2
1,VENTLUNG,->,EXPCO2
2,MINVOLSET,->,VENTMACH
3,HREKG,->,HRSAT
4,HREKG,->,HR
5,STROKEVOLUME,->,CO
6,LVFAILURE,->,HISTORY
7,LVEDVOLUME,->,PCWP
8,LVEDVOLUME,->,CVP
9,HYPOVOLEMIA,->,STROKEVOLUME
10,HRSAT,->,ERRCAUTER
11,VENTALV,->,VENTLUNG
12,VENTALV,->,MINVOL
13,VENTALV,->,INTUBATION
14,VENTALV,->,VENTTUBE
15,VENTALV,->,ARTCO2
16,ARTCO2,->,DISCONNECT
17,ARTCO2,->,CATECHOL
18,HR,->,HRBP
19,CO,->,BP
20,BP,->,TPR
21,PCWP,->,HYPOVOLEMIA
22,PULMEMBOLUS,->,TPR
23,PULMEMBOLUS,->,SHUNT
24,SAO2,->,CATECHOL
